,entity
15893,JOINT STOCK COMPANY HOLDING COMPANY YAKUTUGOL
15894,LIMITED LIABILITY COMPANY YAKUTSKAYA RUDNAYA KOMPANIYA
15895,LIMITED LIABILITY COMPANY SOL GROUP
15896,JOINT STOCK COMPANY PROIZVODSTVENNOE OBYEDINENIE KRISTALL
15897,LIMITED LIABILITY COMPANY PROTEKTOR
15898,CHENGDU JINGXIN TECHNOLOGY CO LTD
15899,SHENZHEN HUASHUO SEMICONDUCTOR CO LTD
15900,LIMITED LIABILITY COMPANY EKROPROMSTROY
15901,STE SOKAMAR SHIPPING AGENCY
15902,AGU INFORMATION TECHNOLOGY CO LIMITED
15903,RADIOFID SYSTEMS
15904,PUBLIC JOINT STOCK COMPANY KORSHUNOV MINING PLANT
15905,LIMITED LIABILITY COMPANY ENERGETICHESKAYA KOMPANIYA SIBMAINING
15906,TIME ART INTERNATIONAL LIMITED
15907,LIMITED LIABILITY COMPANY SAKHA DOICH DIAMAN
15908,KAYRA ELEKTRONIK LIMITED SIRKETI
15909,PUBLIC JOINT STOCK COMPANY UGOLNAYA KOMPANIYA YUZHNYI KUZBASS
15910,DONGGUAN SHENGYIN CNC EQUIPMENT CO LTD
15911,LIMITED LIABILITY COMPANY TVK
15912,LIMITED LIABILITY COMPANY SP ROMANTIKA
15913,LIMITED LIABILITY COMPANY ASR
15914,JOINT STOCK COMPANY STROISERVIS
15915,GUANGZHOU CHIPHOME INFORMATION TECHNOLOGY LIMITED
15916,LIMITED LIABILITY COMPANY SIBIRSKIY INSTITUT GORNOVO DELA
15917,LIMITED LIABILITY COMPANY BELOVSKII PROMYSHLENNYI ZHELEZNODOROZHNYI TRANSPORT
15918,JOINT STOCK COMPANY GALICHSKII AVTOKRANOVYI ZAVOD
15919,"GUROV, Grigoriy Aleksandrovich"
15920,LIMITED LIABILITY COMPANY MEZHREGIONSTROY
15921,LIMITED LIABILITY COMPANY BELTRANS
15922,LIMITED LIABILITY COMPANY BRIZANT
15923,SKY WALK COMPANY FZCO
15924,LIMITED LIABILITY COMPANY SERVISNYY TSENTR SDS UGOL
15925,STROYSERVICE TRADING LIMITED
15926,LIMITED LIABILITY COMPANY TORGOVYY DOM SDS TREYD
15927,LIMITED LIABILITY COMPANY URALKRAN
15928,LIMITED LIABILITY COMPANY RAZREZ BEREZOVSKIY
15929,LIMITED LIABILITY COMPANY STROYITELNAYA DNOUGLUBITELNAYA KOMPANIA
15930,LIMITED LIABILITY COMPANY TRADE INDUSTRIAL COMPLEX RZM
15931,LIMITED LIABILITY COMPANY SDS INNOVATSII
15932,LIMITED LIABILITY COMPANY RAZREZ PERMYAKOVSKIY
15933,LIMITED LIABILITY COMPANY MEZHREGIONSTROY RVS
15934,LIMITED LIABILITY COMPANY SOVMESTNOE PREDPRIYATIE BARZASSKOYE TOVARISHTESTVO
15935,JOINT STOCK COMPANY SIBUGOLINVEST
15936,JOINT STOCK COMPANY EXMASH
15937,JOINT STOCK COMPANY MECHEL MAINING
15938,JOINT STOCK COMPANY TECHNOROS
15939,LIMITED LIABILITY COMPANY MEZHREGIONGIDROSTROY
15940,LIMITED LIABILITY COMPANY ITECO KRAN
15941,LIMITED LIABILITY COMPANY REGIONALNYE PROEKTNO STROITELNYE SISTEMY
15942,LIMITED LIABILITY COMPANY MTM PRO
15943,LIMITED LIABILITY COMPANY PROFI GLASS PLUS
15944,CLOSED JOINT STOCK COMPANY SMM
15945,LIMITED LIABILITY COMPANY EPLEKS GRUPP
15946,JOINT STOCK COMPANY OKTOGLASS
15947,"ERSHOV, Aleksandr Sergeyevich"
15948,LIMITED LIABILITY COMPANY INTERREGIONGASCONSTRUCTION
15949,LIMITED LIABILITY COMPANY SD RUD
15950,LIMITED LIABILITY COMPANY TECHSTROYKOMPLEKS
15951,MEZHREGIONSTROJ OOO MAGYARORSZAGI FIOKTELEPE
15952,LIMITED LIABILITY COMPANY ARMOR ENGINEERING
15953,LIMITED LIABILITY COMPANY POWER OF YAKUTIA
15954,LIMITED LIABILITY COMPANY YAKUTSTROIPROEKT
15955,LIMITED LIABILITY COMPANY MENSOR GRUPP
15956,EXGO INTERNATIONAL FZCO
15957,NOVATEK CHINA HOLDINGS CO LTD
15958,"MOLCHANOVA, Anna Stanislavovna"
15959,LIMITED LIABILITY COMPANY REMSTAL
15960,COMUS FZCO
15961,COMUS INTERNATIONAL FZCO
15962,WATERFALL ENGINEERING LTD
15963,SHENZHEN SHENCHUANGHUI TECHNOLOGY CO LTD
15964,LETT TRONIC GROUP LIMITED
15965,HWACHENG CO LIMITED
15966,JOINT STOCK COMPANY NAUCHNO ISSLEDOVATELSKII INSTITUT STALI
15967,M STAR INTERNATIONAL TRADING CO LTD
15968,GENERAL TECHNOLOGY GROUP DALIAN MACHINE TOOL IMPORT & EXPORT CO LTD
15969,BEIJING TIMINGTRON CORPORATION
15970,LIMITED LIABILITY COMPANY LEGION KOMPLEKT
15971,LIMITED LIABILITY COMPANY STUDIYA PIKSADZHIO
15972,"MARKIN, KIRILL VIKTOROVICH"
15973,O G SERVICES FZE LIMITED LIABILITY COMPANY
15974,LIMITED LIABILITY COMPANY RUSTEKH TD
15975,DONGGUAN BINONG TECHNOLOGY CO LTD
15976,RUI EN KOO TECHNOLOGY CO LIMITED
15977,LIMITED LIABILITY COMPANY ELESAR GRUPP
15978,NET SISTEM DANISMANLIK VE EGITIM HIZMETLERI LIMITED SIRKETI
15979,MEDITERRANEAN INTERNATIONAL TRADING DIS TICARET LIMITED SIRKETI
15980,LIMITED LIABILITY COMPANY TU RITEYL
15981,DIGTLWORLD LIMITED LIABILITY COMPANY
15982,OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU 1M
15983,LGM PROCESS DIS TICARET LIMITED
15984,CATU TECH LIMITED LIABILITY COMPANY
15985,LIMITED LIABILITY COMPANY AKFORTA
15986,JIANG PING SHIPPING INCORPORATED
15987,"CHERNOBAY, DENIS SERGEYEVICH"
15988,WORLD VISION FREIGHT SYSTEMS FZE
15989,PEARL LOTUS LIMITED LIABILITY COMPANY
15990,KAI HENG LONG GLOBAL ENERGY LIMITED
15991,FENGSHUN
15992,VICTORIA
15993,LADY LIBERTY
15994,PARVATI
15995,"TEKHEKSPERTIZA, AO"
15996,LLC SEMICOR
15997,"AL-SAYYID, Muhammad Ibrahim Habib"
15998,"OBEID, Boutros Georges"
15999,HEAVY OIL DISTRIBUTION COMPANY HODICO S.A.L.
16000,TECHNOMAR
16001,IDRONAUT S.R.L.
16002,"SHANGHAI OCEANEN ENVIRONMENTAL SCIENCE AND TECHNOLOGY CO., LTD."
16003,"GRAZIOTTIN, Flavio"
16004,"YANG, Liu"
16005,"SPIRIDONOV, Viktor Georgiyevich"
16006,"VORONKOV, Alexander Petrovich"
16007,HEAVY INDUSTRIAL FUELS SAL HIF
16008,"HERNANDEZ LAREZ, Johan Alexander"
16009,EUROPEAN LEBANESE INTERNATIONAL TRADE S.A.R.L. ELIT
16010,O.H.G. HOLDING SAL
16011,OCEAN SPEEDSTAR SOLUTIONS OPC PRIVATE LIMITED
16012,HEAVY OIL DISTRIBUTION COMPANY HODICO SAL OFFSHORE
16013,ALPHA GAS
16014,ZARA SHIPHOLDING CO
16015,PIONEER
16016,MARINA
16017,ASYA ENERGY
16018,EVEREST ENERGY
16019,"ESTRADA PAREDES, Elio Ramon"
16020,"MUNOZ PALACIOS, Miguel Antonio"
16021,"BRITO HERNANDEZ, Asdrubal Jose"
16022,"HERNANDEZ LAREZ, Domingo Antonio"
16023,"RODRIGUEZ RODRIGUEZ, Caryslia Beatriz"
16024,"BITZIOS, Felix"
16025,"GAMBAZZI, Andrea Nicola Costantino Hermes"
16026,"HARPAZ, Merom"
16027,"JA'FARABADI, Ali"
16028,"KARAOLI, Panagiota"
16029,"ARTEMIOU, Artemis"
16030,"ALIADA GROUP, INC."
16031,"INTEGRITY TECHNOLOGY GROUP, INCORPORATED"
16032,AUTONOMOUS NON-PROFIT ORGANIZATION DIALOG REGIONS
16033,"JALILI, Masoud"
16034,"CASTELLANOS MEZA, Roberto"
16035,"CASTANEDA MEZA, Giovanni"
16036,"CASTANEDA MEZA, Ivan Atzayacatl"
16037,"CASTANEDA MEZA, Juan Carlos"
16038,AMAD BEHINEH SAZ ENGINEERING COMPANY
16039,TALIEH SABZ JEHAN GROUP COMPANY
16040,SANJESH GOSTAR DANA ENGINEERING AND QUALITY CONTROL INSPECTION COMPANY
16041,"MAHDAVIAN, Ali"
16042,"SADEGHI, Fatemeh"
16043,"YAZDI, Elaheh"
16044,"RAHIMI HAJJIABADI, Sayyed Mehdi"
16045,"ABDOLRAHIMI, Mohammad Hosein"
16046,"ASKARIZADEH, Rahmatollah"
16047,"BARAKALLAH, Abdel Rahman Joma'a"
16048,"GARASHCHENKO, Aleksey Alekseyevich"
16049,"YERMOSHKINA, Anastasiya Igorevna"
16050,"NEZHENTSEV, Aleksandr Vitalyevich"
16051,"SIMONYAN, Margarita Simonovna"
16052,"BRODSKAIA, Elizaveta Yuryevna"
16053,"KIYASHKO, Andrey Vladimirovich"
16054,"ANISIMOV, Anton Sergeevich"
16055,"AFANASYEVA, Elena Mikhaylovna"
16056,"KALASHNIKOV, Konstantin Sergeyevich"
16057,BORIS KUSTODIEV
16058,PORT OLYA-4
16059,PORT OLYA-3
16060,KOMPOZITOR RAKHMANINOV
16061,"LY, Yong Phat"
16062,"EFTEKHARI, Sayyed Hosein Majid Musavi"
16063,VAFA WHOLESALE LTD
16064,VAFA
16065,VAFA-1
16066,SEA RIVER SERVICE LIMITED LIABILITY COMPANY
16067,OMSKIY-103
16068,OMSKIY-119
16069,ZAKAMSK
16070,"KATEBI, Ruhollah"
16071,"BAHRAMI, Ebrahim"
16072,"MARQUEZ CORDERO, Fanny Beatriz"
16073,KOH KONG RESORT
16074,"NIKULIN, Dmitry Yuryevich"
16075,MRB BANK
16076,STROYTREYD LLC
16077,"TIMER BANK, AO"
16078,"AL-KUHLANI, Hasan Ahmad Hasan Muhammad"
16079,"SHENZHEN BOYU IMPORTS AND EXPORTS CO., LTD."
16080,SHENZHEN JINGHON ELECTRONICS LIMITED
16081,GOTIK SHIPPING CO
16082,PLIO ENERGY CARGO SHIPPING OPC PRIVATE LIMITED
16083,NEW ENERGY
16084,MULAN
16085,"YAKUBETS, Viktor Grigoryevich"
16086,"RYZHENKOV, Aleksandr Viktorovich"
16087,"SHCHETININ, Aleksey Yevgenevich"
16088,"RYZHENKOV, Sergey Viktorovich"
16089,"RAMAZANOV, Beyat Enverovich"
16090,"POGODIN, Vadim Gennadievich"
16091,BEIJING RESEARCH INSTITUTE OF AUTOMATION FOR MACHINERY INDUSTRY CO. LTD.
16092,"CORDOBA QUINTO, Jose Emilson"
16093,"ALCARAZ MORALES, Wilder de Jesus"
16094,CRYPTEX
16095,"PASHAEV, Dzhamaldin Emirmagomedovich"
16096,PHNOM PENH HOTEL
16097,"IVANOV, Sergey Sergeevich"
16098,"BAGHLANI, Mahmud"
16099,"DUENEZ REYES, Luis Ernesto"
16100,"ABDI, Ali"
16101,"FARSANI, Alireza Babaei"
16102,"BRICENO CISNEROS, Edward Miguel"
16103,"KHORRAMDEL, Hamid"
16104,"AZADEH, Ahmad Reza"
16105,"BAZVAND, Mustafa"
16106,"SHAHKOUI, Ali Malek"
16107,"ROSHAN, Gholamreza"
16108,"BEHESHTI RAD, Saeed"
16109,"MORGOSHIA, Konstantine"
16110,"MAKHARADZE, Zurab"
16111,"KHARAZISHVILI, Zviad"
16112,"LAGAZAURI, Mileri"
16113,FEDERAL STATE UNITARY ENTERPRISE INTERNATIONAL INFORMATION AGENCY ROSSIYA SEGODNYA
16114,"KISELEV, Dmitry Konstantinovich"
16115,AUTONOMOUS NON PROFIT ORGANIZATION TV NOVOSTI
16116,AVTONOMNAYA NEKOMMERCHESKAYA ORGANIZATSIYA SODEYSTVIYA RAZVITIYU MEZHDUNARODNOVO SOTRUDNICHESTVA EVRAZIYA
16117,"PARUTENKO, Nelli Alekseyevna"
16118,"PANJAKI, Yahya Hosseini"
16119,"ZAREIKAJOSANGI, Hamid"
16120,"GHAFFARHADDADI, Javad"
16121,SOTIS
16122,TELECOM INTEGRATION LIMITED LIABILITY COMPANY
16123,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO MPO ELEKTROMONTAZH
16124,AO NPO ANGSTREM
16125,"SOLUCIONES TECNOLOGICAS Y PAQUETERIA TRES, SOCIEDAD ANONIMA DE CAPITAL VARIABLE"
16126,"BARAKAT, Khaled"
16127,"HANOUN, Muhammad Mahoud Ahmad Awad"
16128,ASSOCIAZIONE BENEFICA DI SOLIDARIETA CON IL POPOLO PALESTINESE
16129,JSC FINVAL ENERGY
16130,NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE IRVIS
16131,ZAVOD GORELTEX CO LTD
16132,KAMSKII KABEL
16133,MOSCOW AVIATION INSTITUTE
16134,STATE UNITARY ENTERPRISE CENTER FOR TECHNICAL DEVELOPMENT AND SERVICES NAMED AFTER P A SUDOPLATOV OF THE MILITARY AND CIVIL ADMINISTRATION OF THE ZAPORIZHZHIA REGION
16135,JOINT STOCK COMPANY YAROSLAVSKY EXPERIMENTAL MACHINES PLANT
16136,FEDERAL STATE BUDGETARY INSTITUTION RUSSIAN ACADEMY OF ROCKET AND ARTILLERY SCIENCES
16137,AUTONOMOUS NON PROFIT ORGANIZATION INSTITUTE FOR TESTING AND CERTIFICATION OF ARMAMENT AND MILITARY MATERIEL
16138,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE OF COMMUNICATION SYSTEMS AND AUTOMATED CONTROL SYSTEMS
16139,JOINT STOCK COMPANY RESEARCH AND PRODUCTION ASSOCIATION VOLNA
16140,RUSSKAYA MEKHANIKA JOINT STOCK COMPANY
16141,ATHREE COMPANY LIMITED
16142,LIMITED LIABILITY COMPANY ASTRON AERO
16143,JOINT STOCK COMPANY INTELLECT MASHINE
16144,OOO NAUCHNO PROIZVODSTVENNOE OBYEDINENIE TSVBP
16145,OOO KONSTRUKTORSKOE BYURO SPEKTR INZHINIRING
16146,LIMITED LIABILITY COMPANY NAUCHNO PROIZVODSTVENNOE OBYEDINENIE KAISANT
16147,LIMITED LIABILITY COMPANY SCIENTIFIC RESEARCH INSTITUTE OF ORGANIC TECHNOLOGIES INORGANIC CHEMISTRY AND BIOTECHNOLOGY
16148,NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TRIM SSHP IZMERITELNYE SISTEMY
16149,AKTSIONERNOE OBSHCHESTVO TAMBOVSKII ZAVOD OKTYABR
16150,CENTURY OF TECHNOLOGIES HTE COMPANY LIMITED
16151,SOLDREAM SPB LTD
16152,JOINT STOCK COMPANY BERG AB
16153,TECHNOBEARING LIMITED COMPANY
16154,OOO KOLOVRAT
16155,OOO BLM SINERZHI
16156,OOO KRASMK
16157,EMSYSTECH
16158,TD ESKO LIMITED
16159,OBORON HOLDING LLC
16160,KHROMOS ENGINEERING
16161,OOO NAUCHNO PROIZVODSTVENNAYA FIRMA AVEK
16162,AURORATOOLS LIMITED LIABILITY COMPANY
16163,AVTODOM LTD
16164,ASF DEVELOPMENT LIMITED LIABILITY COMPANY
16165,POINTER ELECTRONICS
16166,JOINT STOCK COMPANY EXPERIMENTAL DESIGN AND TECHNOLOGICAL BUREAU VALDAY
16167,VYATKA MACHINE TOOL PLANT LLC
16168,OOO DST URAL
16169,JOINT STOCK COMPANY LASERSERVICE
16170,JOINT STOCK COMPANY AIRCRAFT SERVICE COMPANY
16171,LIMITED LIABILITY COMPANY KRIOGENAVIA NN
16172,JOINT STOCK COMPANY MOSCOW SCIENTIFIC AND PRODUCTION COMPLEX OF AVIONICA O V USPENSKY
16173,JOINT STOCK COMPANY ENGINEERING CENTER IKAR
16174,LIMITED LIABILITY COMPANY AEROMAKS
16175,LIMITED LIABILITY COMPANY PTERO
16176,LIMITED LIABILITY COMPANY KB ATAMANOVA
16177,INNOVIO VENTURES
16178,LIMITED LIABILITY COMPANY JSC UNMANNED TECHNOLOGIES
16179,LIMITED LIABILITY COMPANY UNMANNED TECHNOLOGIES OF MORDOVIA
16180,CENTER FOR UNMANNED SYSTEMS OF THE TULA REGION
16181,LIMITED LIABILITY COMPANY MOLOT AERO
16182,ETS SIBERIA
16183,RRG ENGINEERING TECHNOLOGIES PRIVATE LIMITED
16184,LIMITED LIABILITY COMPANY HORIZON AERO
16185,LIMITED LIABILITY COMPANY NPO UTESOV
16186,LIMITED LIABILITY COMPANY ELEKTROPROFI
16187,LIMITED LIABILITY COMPANY DELAZIYA
16188,DENVAS SERVICES PRIVATE LIMITED
16189,LIMITED LIABILITY COMPANY KONSTRUKTORSKOE BYURO VALKIRIYA
16190,LIMITED LIABILITY COMPANY NEBESNAYA MEKHANIKA
16191,LIMITED LIABILITY COMPANY RUSSKAYA LABORATORIYA VOZDUSHNOGO TRANSPORTA
16192,METALLOTORGOVAYA KOMPANIYA KRASO
16193,LIMITED LIABILITY COMPANY VOZDUSHNYI TRAKTAT
16194,AREA JOINT STOCK COMPANY
16195,KHUSHBU HONING PRIVATE LIMITED
16196,AGM SYSTEMS LLC
16197,LOKESH MACHINES LIMITED
16198,LIMITED LIABILITY COMPANY INZHINIRINGOVYI TSENTR PO OSNASHCHENIYU PROIZVODSTV
16199,LIMITED LIABILITY COMPANY MASHEKS SERVICE
16200,LIMITED LIABILITY COMPANY VEGA OM
16201,LIMITED LIABILITY COMPANY MAPPER
16202,COMPANY LIMITED KOMAX
16203,LIMITED LIABILITY COMPANY OPYTNO KONSTRUKTORSKOE BYURO SOKOL
16204,LIMITED LIABILITY COMPANY MEEHANITE
16205,CLOSED JOINT STOCK COMPANY TESTRON ASSOCIATION
16206,LIMITED LIABILITY COMPANY PK KOMPRESSOR CHLB
16207,SMOLENSKOE PROIZVODSTVENNOE OBYEDINENIE ANALITPRIBOR
16208,LIMITED LIABILITY COMPANY MELYTEC TESTING
16209,LIMITED LIABILITY COMPANY STM
16210,LIMITED LIABILITY COMPANY STROITELNYE I KOMMUNALNYE TEKHNOLOGII
16211,LIMITED LIABILITY COMPANY ADVANTA M SPB
16212,AKTSIONERNOE OBSHCHESTVO STALEPROMYSHLENNAYA KOMPANIYA
16213,LIMITED LIABILITY COMPANY TSK GRANDAVTO
16214,LLC ARSENAL
16215,LIMITED LIABILITY COMPANY MASTER RM
16216,LIMITED LIABILITY COMPANY ENERGO ARSENAL
16217,JST GROUP LIMITED
16218,LIMITED LIABILITY COMPANY REOLGREID SERVICE
16219,LIMITED LIABILITY COMPANY RESEARCH AND PRODUCTION CENTER KROPUS PO
16220,LIMITED LIABILITY COMPANY TM TECH
16221,LIMITED LIABILITY COMPANY TEKHNOLOGIYA RAZVITIYA OTKRYTYKH SISTEM
16222,LLC DELION
16223,LIMITED LIABILITY COMPANY LIONTECH S
16224,JOVE HK LIMITED
16225,ZG OPTIQUE SA
16226,OOO VEKTOR GRUPP
16227,PROMSVYAZRADIO
16228,ZAO BUDAPHONE LTD
16229,CENTRE CHINOIS DE DEVELOPPEMENT ECONOMIQUE ET COMMERCIAL AU BENIN SARL
16230,GOLDVAST ENTERPRISES COMPANY LIMITED
16231,"KHOMENKO, Igor Vladimirovich"
16232,"KHOMENKO, Tatyana Valentinovna"
16233,OOO UZSTANEX
16234,STAR OCEAN SHIPMANAGE LTD
16235,"VICTOR, Prophane"
16236,ETERNAL SUCCESS
16237,ETERNAL PEACE
16238,ETERNAL 8
16239,"ELAN, Luckson"
16240,"AL-MALLAH, Luay"
16241,ORYX DENIZCILIK LIMITED SIRKETI
16242,CONFIDENCE P
16243,DRAGON ROAD LTD
16244,TIYARA
16245,SERENE I
16246,NOVA
16247,TAI FENG HAI SHIPPING LIMITED
16248,RIVAL
16249,FENG TAI
16250,"NAVARRO QUEZADA, Luis Alonso"
16251,"CASTILLO LOPEZ, Jose Adrian"
16252,"CASTILLO PEINADO, Araceli"
16253,"CASTRO ALVAREZ, Jose Sinue"
16254,"ARIAS PONCE, Erandiny Jazmin"
16255,INTRACORP COMPANY LIMITED
16256,KRIP TEKHNO
16257,STOCK COMPANY MORION INC
16258,JOINT STOCK COMPANY RESEARCH INSTITUTE OF SEMICONDUCTOR DEVICES
16259,FEDERAL STATE BUDGETARY INSTITUTION OF SCIENCE INSTITUTE OF PROBLEMS OF MECHANICS NAMED AFTER A YU ISHLINSKY RUSSIAN ACADEMY OF SCIENCES
16260,LAVRENTYEV INSTITUTE OF HYDRODYNAMICS OF SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES
16261,JSC CSPA LENINETZ
16262,LIMITED LIABILITY COMPANY EMT
16263,JSC MODELING AND DIGITAL DOUBLES
16264,INSTITUTE FOR SYSTEM PROGRAMMING OF THE RUSSIAN ACADEMY OF SCIENCES
16265,INSTITUTE FOR INFORMATION TRANSMISSION PROBLEMS OF THE RUSSIAN ACADEMY OF SCIENCES
16266,V A TRAPEZNIKOV INSTITUTE OF CONTROL SCIENCES OF RUSSIAN ACADEMY OF SCIENCES
16267,LIMITED LIABILITY COMPANY AFM SERVERS
16268,LIMITED LIABILITY COMPANY ORGANIC AND PRINTED ELECTRONICS TECHNOLOGIES
16269,LIMITED LIABILITY COMPANY TEKHSPETSKOMPLEKT
16270,JOINT STOCK COMPANY SCIENCE AND PRODUCTION ENTERPRISE AIR AND MARINE ELECTRONICS
16271,OOO FABRIKON
16272,LIMITED LIABILITY COMPANY AXALIT LAB
16273,LIMITED LIABILITY COMPANY AXALIT SOFT
16274,OPYTNO KONSTRUKTORSKOE BYURO PRIBOR
16275,LLC SINTO
16276,TEKHNOMAKS KRASNOYARSK
16277,ENERGOTEST LLC
16278,IPC2U LLC
16279,GIGANT COMPUTER SYSTEMS LLC
16280,LLC INTERRESURS
16281,AO CHIP I DIP
16282,MIG ELEKTRO
16283,LIMITED LIABILITY COMPANY NTC ARSENAL
16284,BASTION EK
16285,VOLTAG LLC
16286,AUTONOMOUS NON PROFIT ORGANIZATION INSTITUTE OF ENGINEERING PHYSICS
16287,NAUCHNO PROIZVODSTVENNOE OBYEDINENIE PROGRAMMNYE KOMPLEKSY REALNOGO VREMENI
16288,JOINT STOCK COMPANY PRIBORY SERVICE TORGOVLYA
16289,ENERGON
16290,LLC GRANT INSTRUMENT
16291,CRESTA LOJISTIK ITHALAT IHRACAT TICARET SIRKETI
16292,ABLEFAST LOGISTICS SHENZHEN LIMITED
16293,RICHTEK HONGKONG ELECTRONIC CO LIMITED
16294,HK LINK ASIA ELECTRONICS LIMITED
16295,3K GROUP LIMITED
16296,SHENZHEN ONE WORLD INTERNATIONAL LOGISTICS CO LTD
16297,SHENZHEN A TECHNOLOGY CO LTD
16298,GROUP YEOH LIMITED
16299,SUNSHINE LOGISTICS SHENZHEN CO LTD
16300,SHANGHAI ZHANJIA TRADING CO LTD
16301,ROFO TRADING CO LTD
16302,ELMAK
16303,"CELIK, Ozgur Hasan"
16304,AUSPICIOUS SUN LIMITED
16305,KAZSTANEX
16306,CARGO LINKEDIN INTERNATIONAL LIMITED
16307,SHANGHAI WINSUN IMP AND EXP CO LTD
16308,FK HK LIMITED
16309,DRUSTVO SA OGRANICENOM ODGOVORNOSCU INTERNATIONAL BUSINESS CORPORATION BAR
16310,HONG KONG QISU ELECTRONIC TECHNOLOGY CO LIMITED
16311,MINHOO LOGISTICS LIMITED
16312,HONESTWIN TECHNOLOGY CO LIMITED
16313,BEYOND CENTER LIMITED
16314,CHIPGOO ELECTRONICS LIMITED
16315,ACS SYSTEMS LIMITED
16316,BHOOMI HK LIMITED
16317,ELE TECHNOLOGY CO LTD
16318,JIAXING YONGCHI MECHANICAL AND ELECTRICAL CO LTD
16319,EK IMPORT
16320,"KALININ, Alexander Vladimirovich"
16321,"ALBAYRAK, Ahmet Furgan"
16322,"CONTOGURIS, Petros Nikolaos"
16323,SANLITUN YATIRIM DIS TICARET LIMITED SIRKETI
16324,LLC AM LOGISTICS
16325,"GUREYEV, Aleksey Viktorovich"
16326,"KLEMENTYEV, Mikhail Alekseyevich"
16327,GNO INVESTMENT LTD OOD
16328,SLD LOJISTIK LC VE DIS TICARET LIMITED SIRKETI
16329,"SHACHENOK, Daria Aleksandrovna"
16330,PNEVMORESURS LLC
16331,AKTSIONERNOE OBSHCHESTVO AKUSTICHESKI INSTITUT IMENI AKADEMIKA NN ANDREEVA
16332,LIMITED LIABILITY COMPANY RESEARCH INSTITUTION ISON ORBITAL DYNAMICS
16333,GEMINI MARINE LIMITED
16334,IZUMO
16335,FRUNZE
16336,"MOLOTOV, Stanislav Igorevich"
16337,MIREX BG LTD OOD
16338,NEW WAY GROUP GLOBAL DANISMANLIK TICARET LIMITED SIRKETI
16339,MIREX HAVACILIK VE SAVUNMA SANAYI TICARET ANONIM SERKETI
16340,PNEVMORESURS
16341,ARMALIT JOINT STOCK COMPANY
16342,TOS VARNSDORF RUS CO LTD
16343,GIT SISTEMS
16344,JOINT STOCK COMPANY CORDIANT
16345,AKTSIONERNOE OBSHCHESTVO KAZANSKII ZAVOD SINTETICHESKOGO KAUCHUKA
16346,MAGNITOGORSKII ELEKTRODNYI ZAVOD
16347,AO NPP ZVEZDA
16348,JSC FAB RASSVET
16349,RESTART LIMITED LIABILITY COMPANY
16350,SAINT PETERSBURGS AVIATION REPAIR COMPANY ZAO
16351,SPETS PROZHEKT GRUPP
16352,OTKRYTOE AKTSIONERNOE OBSHCHESTVO ELEKTROMASHINOSTROITELNYI ZAVOD VELKONT
16353,AO VOLZHSKII DIZEL IMENI MAMINYKH
16354,STD RADIKS OOO
16355,NEW TECHNOLOGIES
16356,SHPINNER
16357,"DELCO, Fabio Libero"
16358,"BAUMGARTNER, Andres Paul"
16359,"REYES RIVERO, Luis Gerardo"
16360,BRK ULUSLARARASI NAKLIYAT VE TICARET LIMITED SIRKETI
16361,BP DIS TICARET VE DANISMANLIK LIMITED SIRKETI
16362,SINERJI ENDUSTRIYEL EKIPMAN VE INSAAT MALZEMELERI DIS TICARET LIMITED SIRKETI
16363,"MUSA, Algoney Hamdan Daglo"
16364,DERECTTOR COMPANY LIMITED
16365,CATHAY HARVEST MARINE LTD
16366,CRYSTAL ROSE
16367,LUNA PRIME
16368,CARINA
16369,ELZA SHIPPING SA
16370,TOOL COMPANY GUT LIMITED LIABILITY COMPANY
16371,ELZA
16372,LIMITED LIABILITY COMPANY MOBULA
16373,AYTT CNC TAKIM TEZGAHLARI MAKINE SANAYI VE TICARET LIMITED SIRKETI
16374,SALVIA
16375,CARNATIC
16376,MODULSAN MAKINA KESICI TAKIM VE DISLI SANAYI TICARET LIMITED SIRKETI
16377,"AYDIN, Recep Cetin"
16378,"ATWI, Silvana"
16379,DAVINA SHIPPING INC
16380,"AYDIN, Gurhan"
16381,DIAMANTE TANKERS INCORPORATED
16382,SATINA
16383,AVENTUS I
16384,DELNAZ SHIP MANAGEMENT SDN BHD
16385,"GHAFFAR, Haidar Houssam Al-Din Abdul"
16386,RITA SHIPPING INC
16387,DIMITRA II
16388,DAVINA
16389,SPIRIT OF CASPER
16390,TYCHE I
16391,HARRY VICTOR SHIP MANAGEMENT AND OPERATION L.L.C
16392,CROSS OCEAN
16393,GOODWIN
16394,ANHONA
16395,WEN YAO
16396,STRONG ROOTS PROVIDER NV
16397,ELIT LIMITED LIABILITY COMPANY
16398,BERG 1
16399,GLAZING FUTURE MANAGEMENT NV
16400,VORAS
16401,GLOBAL TRADELINE SARL
16402,ENGEN MANAGEMENT NV
16403,INTELLEKT TELEKOM LIMITED LIABILITY COMPANY
16404,GABBARO SHIP SERVICES PVT LTD
16405,HORNET
16406,ALYA MARINE SENDIRIAN BERHAD
16407,AVIEK LIMITED LIABILITY COMPANY
16408,SHANAYE QUEEN
